mL,mAU
9.042,1.163055556
9.049,1.179055556
9.056,1.202055556
9.063,1.212055556
9.07,1.221055556
9.077,1.231055556
9.084,1.244055556
9.091,1.254055556
9.098,1.262055556
9.105,1.268055556
9.112,1.275055556
9.119,1.279055556
9.126,1.280055556
9.133,1.277055556
9.14,1.273055556
9.147,1.270055556
9.154,1.266055556
9.161,1.259055556
9.168,1.251055556
9.175,1.244055556
9.182,1.237055556
9.189,1.229055556
9.196,1.216055556
9.203,1.204055556
9.21,1.194055556
9.217,1.185055556
9.224,1.164055556
9.231,1.149055556
9.238,1.138055556
9.245,1.123055556
9.252,1.100055556
9.259,1.078055556
9.266,1.062055556
9.273,1.034055556
9.28,1.012055556
9.287,0.997055556
9.294,0.990055556
9.301,0.969055556
9.308,0.944055556
9.315,0.927055556
9.323,0.910055556
9.33,0.888055556
9.337,0.859055556
9.344,0.845055556
9.351,0.829055556
9.358,0.810055556
9.365,0.779055556
9.372,0.759055556
9.379,0.741055556
9.386,0.715055556
9.393,0.699055556
9.4,0.687055556
9.407,0.675055556
9.414,0.650055556
9.421,0.631055556
9.428,0.618055556
9.435,0.606055556
9.442,0.586055556
9.449,0.565055556
9.456,0.549055556
9.463,0.539055556
9.47,0.527055556
9.477,0.510055556
9.484,0.497055556
9.491,0.479055556
9.498,0.460055556
9.505,0.448055556
9.512,0.438055556
9.519,0.426055556
9.526,0.409055556
9.533,0.399055556
9.54,0.391055556
9.547,0.384055556
9.554,0.370055556
9.561,0.361055556
9.568,0.356055556
9.575,0.350055556
9.582,0.340055556
9.589,0.329055556
9.596,0.321055556
9.603,0.311055556
9.61,0.303055556
9.617,0.299055556
9.624,0.293055556
9.631,0.285055556
9.638,0.276055556
9.645,0.274055556
9.652,0.271055556
9.659,0.269055556
9.666,0.265055556
9.673,0.266055556
9.68,0.266055556
9.687,0.265055556
9.694,0.261055556
9.701,0.259055556
9.708,0.258055556
9.715,0.255055556
9.722,0.255055556
9.729,0.256055556
9.737,0.257055556
9.744,0.262055556
9.751,0.265055556
9.758,0.268055556
9.765,0.272055556
9.772,0.279055556
9.779,0.287055556
9.786,0.289055556
9.793,0.293055556
9.8,0.298055556
9.807,0.307055556
9.814,0.312055556
9.821,0.321055556
9.828,0.331055556
9.835,0.339055556
9.842,0.347055556
9.849,0.357055556
9.856,0.372055556
9.863,0.378055556
9.87,0.384055556
9.877,0.394055556
9.884,0.408055556
9.891,0.419055556
9.898,0.427055556
9.905,0.434055556
9.912,0.449055556
9.919,0.463055556
9.926,0.472055556
9.933,0.489055556
9.94,0.506055556
9.947,0.519055556
9.954,0.531055556
9.961,0.545055556
9.968,0.559055556
9.975,0.564055556
9.982,0.572055556
9.989,0.584055556
9.996,0.602055556
10.003,0.610055556
10.01,0.617055556
10.017,0.627055556
10.024,0.638055556
10.031,0.646055556
10.038,0.654055556
10.045,0.669055556
10.052,0.676055556
10.059,0.681055556
10.066,0.687055556
10.073,0.694055556
10.08,0.700055556
10.087,0.705055556
10.094,0.711055556
10.101,0.713055556
10.108,0.715055556
10.115,0.717055556
10.122,0.719055556
10.129,0.720055556
10.136,0.719055556
10.144,0.718055556
10.151,0.717055556
10.158,0.716055556
10.165,0.719055556
10.172,0.719055556
10.179,0.716055556
10.186,0.712055556
10.193,0.708055556
10.2,0.706055556
10.207,0.705055556
10.214,0.696055556
10.221,0.688055556
10.228,0.682055556
10.235,0.678055556
10.242,0.670055556
10.249,0.661055556
10.256,0.656055556
10.263,0.642055556
10.27,0.630055556
10.277,0.624055556
10.284,0.616055556
10.291,0.604055556
10.298,0.590055556
10.305,0.585055556
10.312,0.579055556
10.319,0.569055556
10.326,0.553055556
10.333,0.548055556
10.34,0.542055556
10.347,0.533055556
10.354,0.517055556
10.361,0.504055556
10.368,0.493055556
10.375,0.478055556
10.382,0.468055556
10.389,0.460055556
10.396,0.455055556
10.403,0.438055556
10.41,0.422055556
10.417,0.411055556
10.424,0.406055556
10.431,0.395055556
10.438,0.382055556
10.445,0.373055556
10.452,0.364055556
10.459,0.354055556
10.466,0.341055556
10.473,0.336055556
10.48,0.328055556
10.487,0.318055556
10.494,0.311055556
10.501,0.303055556
10.508,0.294055556
10.515,0.283055556
10.522,0.275055556
10.529,0.267055556
10.536,0.258055556
10.543,0.245055556
10.551,0.237055556
10.558,0.234055556
10.565,0.232055556
10.572,0.225055556
10.579,0.216055556
10.586,0.209055556
10.593,0.199055556
10.6,0.191055556
10.607,0.187055556
10.614,0.181055556
10.621,0.172055556
10.628,0.163055556
10.635,0.159055556
10.642,0.155055556
10.649,0.150055556
10.656,0.140055556
10.663,0.138055556
10.67,0.135055556
10.677,0.131055556
10.684,0.129055556
10.691,0.126055556
10.698,0.123055556
10.705,0.118055556
10.712,0.113055556
10.719,0.110055556
10.726,0.108055556
10.733,0.106055556
10.74,0.104055556
10.747,0.102055556
10.754,0.103055556
10.761,0.101055556
10.768,0.097055556
10.775,0.095055556
10.782,0.093055556
10.789,0.090055556
10.796,0.085055556
10.803,0.080055556
10.81,0.075055556
10.817,0.072055556
10.824,0.071055556
10.831,0.071055556
10.838,0.071055556
10.845,0.069055556
10.852,0.066055556
10.859,0.065055556
10.866,0.067055556
10.873,0.065055556
10.88,0.064055556
10.887,0.065055556
10.894,0.064055556
10.901,0.061055556
10.908,0.056055556
10.915,0.052055556
10.922,0.053055556
10.929,0.054055556
10.936,0.052055556
10.943,0.054055556
10.95,0.054055556
10.958,0.053055556
10.965,0.055055556
10.972,0.053055556
10.979,0.051055556
10.986,0.049055556
10.993,0.051055556
11,0.052055556
11.007,0.053055556
11.014,0.051055556
11.021,0.049055556
11.028,0.048055556
11.035,0.049055556
11.042,0.050055556
11.049,0.051055556
11.056,0.049055556
11.063,0.050055556
11.07,0.050055556
11.077,0.050055556
11.084,0.049055556
11.091,0.048055556
11.098,0.047055556
11.105,0.051055556
11.112,0.054055556
11.119,0.058055556
11.126,0.062055556
11.133,0.064055556
11.14,0.064055556
11.147,0.065055556
11.154,0.064055556
11.161,0.065055556
11.168,0.070055556
11.175,0.078055556
11.182,0.082055556
11.189,0.083055556
11.196,0.082055556
11.203,0.082055556
11.21,0.082055556
11.217,0.083055556
11.224,0.087055556
11.231,0.094055556
11.238,0.101055556
11.245,0.106055556
11.252,0.108055556
11.259,0.108055556
11.266,0.109055556
11.273,0.110055556
11.28,0.116055556
11.287,0.126055556
11.294,0.131055556
11.301,0.136055556
11.308,0.142055556
11.315,0.153055556
11.322,0.159055556
11.329,0.164055556
11.336,0.171055556
11.343,0.186055556
11.35,0.196055556
11.357,0.202055556
11.364,0.216055556
11.372,0.226055556
11.379,0.233055556
11.386,0.239055556
11.393,0.254055556
11.4,0.268055556
11.407,0.275055556
11.414,0.284055556
11.421,0.301055556
11.428,0.321055556
11.435,0.334055556
11.442,0.346055556
11.449,0.361055556
11.456,0.387055556
11.463,0.401055556
11.47,0.420055556
11.477,0.449055556
11.484,0.462055556
11.491,0.477055556
11.498,0.496055556
11.505,0.528055556
11.512,0.549055556
11.519,0.566055556
11.526,0.579055556
11.533,0.613055556
11.54,0.644055556
11.547,0.666055556
11.554,0.681055556
11.561,0.710055556
11.568,0.746055556
11.575,0.762055556
11.582,0.796055556
11.589,0.829055556
11.596,0.850055556
11.603,0.874055556
11.61,0.909055556
11.617,0.956055556
11.624,0.979055556
11.631,1.001055556
11.638,1.026055556
11.645,1.069055556
11.652,1.100055556
11.659,1.125055556
11.666,1.149055556
11.673,1.192055556
11.68,1.226055556
11.687,1.247055556
11.694,1.288055556
11.701,1.316055556
11.708,1.338055556
11.715,1.362055556
11.722,1.403055556
11.729,1.441055556
11.736,1.463055556
11.743,1.481055556
11.75,1.512055556
11.757,1.554055556
11.764,1.570055556
11.771,1.590055556
11.779,1.615055556
11.786,1.653055556
11.793,1.674055556
11.8,1.695055556
11.807,1.726055556
11.814,1.740055556
11.821,1.753055556
11.828,1.767055556
11.835,1.791055556
11.842,1.806055556
11.849,1.818055556
11.856,1.828055556
11.863,1.845055556
11.87,1.859055556
11.877,1.868055556
11.884,1.876055556
11.891,1.885055556
11.898,1.895055556
11.905,1.900055556
11.912,1.903055556
11.919,1.904055556
11.926,1.903055556
11.933,1.904055556
11.94,1.906055556
11.947,1.909055556
11.954,1.906055556
11.961,1.904055556
11.968,1.901055556
11.975,1.891055556
11.982,1.883055556
11.989,1.875055556
11.996,1.867055556
12.003,1.855055556
12.01,1.843055556
12.017,1.831055556
12.024,1.805055556
12.031,1.787055556
12.038,1.773055556
12.045,1.762055556
12.052,1.743055556
12.059,1.724055556
12.066,1.712055556
12.073,1.700055556
12.08,1.680055556
12.087,1.653055556
12.094,1.641055556
12.101,1.627055556
12.108,1.608055556
12.115,1.576055556
12.122,1.558055556
12.129,1.537055556
12.136,1.504055556
12.143,1.484055556
12.15,1.467055556
12.157,1.450055556
12.164,1.415055556
12.171,1.392055556
12.178,1.373055556
12.186,1.351055556
12.193,1.320055556
12.2,1.293055556
12.207,1.277055556
12.214,1.261055556
12.221,1.238055556
12.228,1.208055556
12.235,1.190055556
12.242,1.161055556
12.249,1.130055556
12.256,1.110055556
12.263,1.098055556
12.27,1.079055556
12.277,1.045055556
12.284,1.030055556
12.291,1.015055556
12.298,0.998055556
12.305,0.972055556
12.312,0.953055556
12.319,0.939055556
12.326,0.929055556
12.333,0.901055556
12.34,0.878055556
12.347,0.863055556
12.354,0.832055556
12.361,0.811055556
12.368,0.797055556
12.375,0.784055556
12.382,0.764055556
12.389,0.743055556
12.396,0.731055556
12.403,0.721055556
12.41,0.705055556
12.417,0.684055556
12.424,0.672055556
12.431,0.664055556
12.438,0.655055556
12.445,0.637055556
12.452,0.626055556
12.459,0.612055556
12.466,0.587055556
12.473,0.577055556
12.48,0.569055556
12.487,0.561055556
12.494,0.547055556
12.501,0.537055556
12.508,0.531055556
12.515,0.520055556
12.522,0.506055556
12.529,0.493055556
12.536,0.486055556
12.543,0.481055556
12.55,0.473055556
12.557,0.463055556
12.564,0.458055556
12.571,0.452055556
12.578,0.444055556
12.585,0.435055556
12.592,0.426055556
12.6,0.417055556
12.607,0.408055556
12.614,0.405055556
12.621,0.402055556
12.628,0.397055556
12.635,0.392055556
12.642,0.386055556
12.649,0.380055556
12.656,0.377055556
12.663,0.373055556
12.67,0.369055556
12.677,0.367055556
12.684,0.365055556
12.691,0.362055556
12.698,0.358055556
12.705,0.356055556
12.712,0.350055556
12.719,0.345055556
12.726,0.345055556
12.733,0.340055556
12.74,0.336055556
12.747,0.333055556
12.754,0.332055556
12.761,0.330055556
12.768,0.329055556
12.775,0.329055556
12.782,0.330055556
12.789,0.331055556
12.796,0.330055556
12.803,0.328055556
12.81,0.325055556
12.817,0.323055556
12.824,0.324055556
12.831,0.323055556
12.838,0.321055556
12.845,0.323055556
12.852,0.320055556
12.859,0.317055556
12.866,0.315055556
12.873,0.316055556
12.88,0.315055556
12.887,0.314055556
12.894,0.313055556
12.901,0.309055556
12.908,0.306055556
12.915,0.304055556
12.922,0.304055556
12.929,0.304055556
12.936,0.306055556
12.943,0.305055556
12.95,0.305055556
12.957,0.305055556
12.964,0.300055556
12.971,0.298055556
12.978,0.296055556
12.985,0.295055556
12.992,0.294055556
12.999,0.295055556
13.007,0.296055556
13.014,0.290055556
13.021,0.285055556
13.028,0.282055556
13.035,0.279055556
13.042,0.277055556
13.049,0.276055556
13.056,0.278055556
13.063,0.279055556
13.07,0.277055556
13.077,0.272055556
13.084,0.267055556
13.091,0.263055556
13.098,0.261055556
13.105,0.259055556
13.112,0.257055556
13.119,0.253055556
13.126,0.248055556
13.133,0.243055556
13.14,0.239055556
13.147,0.237055556
13.154,0.233055556
13.161,0.229055556
13.168,0.227055556
13.175,0.224055556
13.182,0.222055556
13.189,0.221055556
13.196,0.221055556
13.203,0.219055556
13.21,0.216055556
13.217,0.211055556
13.224,0.207055556
13.231,0.200055556
13.238,0.193055556
13.245,0.194055556
13.252,0.191055556
13.259,0.188055556
13.266,0.186055556
13.273,0.183055556
13.28,0.180055556
13.287,0.179055556
13.294,0.172055556
13.301,0.168055556
13.308,0.165055556
13.315,0.163055556
13.322,0.159055556
13.329,0.156055556
13.336,0.153055556
13.343,0.143055556
13.35,0.136055556
13.357,0.135055556
13.364,0.134055556
13.371,0.136055556
13.378,0.138055556
13.385,0.136055556
13.392,0.136055556
13.399,0.134055556
13.406,0.128055556
13.414,0.128055556
13.421,0.126055556
13.428,0.122055556
13.435,0.120055556
13.442,0.118055556
13.449,0.114055556
13.456,0.110055556
13.463,0.108055556
13.47,0.106055556
13.477,0.102055556
13.484,0.099055556
13.491,0.097055556
13.498,0.096055556
13.505,0.095055556
13.512,0.091055556
13.519,0.086055556
13.526,0.083055556
13.533,0.080055556
13.54,0.080055556
13.547,0.084055556
13.554,0.085055556
13.561,0.085055556
13.568,0.084055556
13.575,0.082055556
13.582,0.081055556
13.589,0.080055556
13.596,0.077055556
13.603,0.077055556
13.61,0.074055556
13.617,0.067055556
13.624,0.063055556
13.631,0.064055556
13.638,0.066055556
13.645,0.069055556
13.652,0.072055556
13.659,0.073055556
13.666,0.072055556
13.673,0.070055556
13.68,0.069055556
13.687,0.070055556
13.694,0.073055556
13.701,0.073055556
13.708,0.072055556
13.715,0.073055556
13.722,0.070055556
13.729,0.068055556
13.736,0.072055556
13.743,0.074055556
13.75,0.076055556
13.757,0.078055556
13.764,0.077055556
13.771,0.077055556
13.778,0.076055556
13.785,0.074055556
13.792,0.072055556
13.799,0.071055556
13.806,0.073055556
13.813,0.076055556
13.821,0.079055556
13.828,0.080055556
13.835,0.078055556
13.842,0.076055556
13.849,0.074055556
13.856,0.074055556
13.863,0.075055556
13.87,0.077055556
13.877,0.083055556
13.884,0.080055556
13.891,0.077055556
13.898,0.074055556
13.905,0.070055556
13.912,0.069055556
13.919,0.070055556
13.926,0.072055556
13.933,0.072055556
13.94,0.071055556
13.947,0.068055556
13.954,0.068055556
13.961,0.070055556
13.968,0.072055556
13.975,0.074055556
13.982,0.074055556
13.989,0.074055556
13.996,0.075055556
14.003,0.075055556
14.01,0.074055556
14.017,0.073055556
14.024,0.074055556
14.031,0.075055556
14.038,0.074055556
14.045,0.075055556
14.052,0.077055556
14.059,0.078055556
14.066,0.079055556
14.073,0.080055556
14.08,0.081055556
14.087,0.082055556
14.094,0.081055556
14.101,0.080055556
14.108,0.080055556
14.115,0.082055556
14.122,0.081055556
14.129,0.080055556
14.136,0.079055556
14.143,0.080055556
14.15,0.081055556
14.157,0.080055556
14.164,0.079055556
14.171,0.082055556
14.178,0.086055556
14.185,0.090055556
14.192,0.091055556
14.199,0.091055556
14.206,0.092055556
14.213,0.093055556
14.22,0.095055556
14.227,0.098055556
14.235,0.097055556
14.242,0.098055556
14.249,0.101055556
14.256,0.107055556
14.263,0.110055556
14.27,0.112055556
14.277,0.113055556
14.284,0.113055556
14.291,0.113055556
14.298,0.114055556
14.305,0.118055556
14.312,0.125055556
14.319,0.132055556
14.326,0.136055556
14.333,0.141055556
14.34,0.144055556
14.347,0.147055556
14.354,0.149055556
14.361,0.155055556
14.368,0.163055556
14.375,0.169055556
14.382,0.172055556
14.389,0.177055556
14.396,0.186055556
14.403,0.191055556
14.41,0.197055556
14.417,0.204055556
14.424,0.215055556
14.431,0.222055556
14.438,0.229055556
14.445,0.246055556
14.452,0.255055556
14.459,0.262055556
14.466,0.270055556
14.473,0.286055556
14.48,0.301055556
14.487,0.312055556
14.494,0.320055556
14.501,0.335055556
14.508,0.355055556
14.515,0.369055556
14.522,0.380055556
14.529,0.394055556
14.536,0.419055556
14.543,0.431055556
14.55,0.449055556
14.557,0.475055556
14.564,0.487055556
14.571,0.504055556
14.578,0.524055556
14.585,0.555055556
14.592,0.574055556
14.599,0.587055556
14.606,0.597055556
14.613,0.628055556
14.62,0.651055556
14.627,0.667055556
14.634,0.686055556
14.642,0.711055556
14.649,0.738055556
14.656,0.755055556
14.663,0.782055556
14.67,0.806055556
14.677,0.820055556
14.684,0.840055556
14.691,0.867055556
14.698,0.898055556
14.705,0.919055556
14.712,0.934055556
14.719,0.951055556
14.726,0.980055556
14.733,0.996055556
14.74,1.011055556
14.747,1.029055556
14.754,1.055055556
14.761,1.071055556
14.768,1.081055556
14.775,1.103055556
14.782,1.115055556
14.789,1.127055556
14.796,1.143055556
14.803,1.158055556
14.81,1.172055556
14.817,1.182055556
14.824,1.188055556
14.831,1.198055556
14.838,1.210055556
14.845,1.213055556
14.852,1.217055556
14.859,1.221055556
14.866,1.228055556
14.873,1.230055556
14.88,1.230055556
14.887,1.228055556
14.894,1.227055556
14.901,1.225055556
14.908,1.223055556
14.915,1.218055556
14.922,1.214055556
14.929,1.209055556
14.936,1.204055556
14.943,1.192055556
14.95,1.181055556
14.957,1.171055556
14.964,1.159055556
14.971,1.144055556
14.978,1.127055556
14.985,1.116055556
14.992,1.098055556
14.999,1.081055556
15.006,1.071055556
15.013,1.062055556
15.02,1.043055556
15.027,1.017055556
15.034,0.998055556
15.041,0.982055556
15.049,0.966055556
15.056,0.939055556
15.063,0.925055556
15.07,0.911055556
15.077,0.894055556
15.084,0.868055556
15.091,0.846055556
15.098,0.827055556
15.105,0.797055556
15.112,0.778055556
15.119,0.763055556
15.126,0.751055556
15.133,0.726055556
15.14,0.704055556
15.147,0.692055556
15.154,0.676055556
15.161,0.652055556
15.168,0.623055556
15.175,0.607055556
15.182,0.594055556
15.189,0.579055556
15.196,0.558055556
15.203,0.542055556
15.21,0.523055556
15.217,0.498055556
15.224,0.480055556
15.231,0.470055556
15.238,0.463055556
15.245,0.443055556
15.252,0.431055556
15.259,0.419055556
15.266,0.404055556
15.273,0.383055556
15.28,0.366055556
15.287,0.356055556
15.294,0.348055556
15.301,0.336055556
15.308,0.322055556
15.315,0.316055556
15.322,0.304055556
15.329,0.291055556
15.336,0.278055556
15.343,0.269055556
15.35,0.257055556
15.357,0.242055556
15.364,0.241055556
15.371,0.236055556
15.378,0.227055556
15.385,0.215055556
15.392,0.206055556
15.399,0.200055556
15.406,0.195055556
15.413,0.187055556
15.42,0.180055556
15.427,0.175055556
15.434,0.168055556
15.441,0.165055556
15.448,0.162055556
15.455,0.159055556
15.463,0.153055556
15.47,0.147055556
15.477,0.140055556
15.484,0.139055556
15.491,0.136055556
15.498,0.132055556
15.505,0.130055556
15.512,0.128055556
15.519,0.123055556
15.526,0.114055556
15.533,0.110055556
15.54,0.107055556
15.547,0.106055556
15.554,0.103055556
15.561,0.099055556
15.568,0.096055556
15.575,0.094055556
15.582,0.093055556
15.589,0.091055556
15.596,0.086055556
15.603,0.081055556
15.61,0.078055556
15.617,0.078055556
15.624,0.079055556
15.631,0.077055556
15.638,0.073055556
15.645,0.072055556
15.652,0.070055556
15.659,0.068055556
15.666,0.068055556
15.673,0.069055556
15.68,0.069055556
15.687,0.068055556
15.694,0.065055556
15.701,0.064055556
15.708,0.065055556
15.715,0.062055556
15.722,0.059055556
15.729,0.057055556
15.736,0.053055556
15.743,0.052055556
15.75,0.052055556
15.757,0.052055556
15.764,0.051055556
15.771,0.052055556
15.778,0.053055556
15.785,0.052055556
15.792,0.048055556
15.799,0.044055556
15.806,0.039055556
15.813,0.038055556
15.82,0.038055556
15.827,0.041055556
15.834,0.039055556
15.841,0.040055556
15.848,0.041055556
15.855,0.040055556
15.862,0.036055556
15.87,0.032055556
15.877,0.031055556
15.884,0.032055556
15.891,0.032055556
15.898,0.032055556
15.905,0.032055556
15.912,0.033055556
15.919,0.035055556
15.926,0.036055556
15.933,0.032055556
15.94,0.028055556
15.947,0.026055556
15.954,0.027055556
15.961,0.027055556
15.968,0.028055556
15.975,0.027055556
15.982,0.023055556
15.989,0.018055556
15.996,0.016055556
16.003,0.017055556
16.01,0.019055556
16.017,0.023055556
16.024,0.022055556
16.031,0.019055556
16.038,0.017055556
16.045,0.014055556
16.052,0.011055556
16.059,0.010055556
16.066,0.009055556
16.073,0.009055556
16.08,0.010055556
16.087,0.012055556
16.094,0.013055556
16.101,0.013055556
16.108,0.011055556
16.115,0.014055556
16.122,0.016055556
16.129,0.016055556
16.136,0.014055556
16.143,0.014055556
16.15,0.013055556
16.157,0.012055556
16.164,0.011055556
16.171,0.008055556
16.178,0.006055556
16.185,0.007055556
16.192,0.010055556
16.199,0.012055556
16.206,0.012055556
16.213,0.010055556
16.22,0.008055556
16.227,0.006055556
16.234,0.006055556
16.241,0.007055556
16.248,0.009055556
16.255,0.011055556
16.262,0.008055556
16.269,0.004055556
16.277,0.001055556
16.284,5.56E-05
16.291,0.001055556
16.298,0.004055556
16.305,0.006055556
16.312,0.006055556
16.319,0.005055556
16.326,0.005055556
16.333,0.004055556
16.34,0.004055556
16.347,0.004055556
16.354,0.003055556
16.361,0.002055556
16.368,0.003055556
16.375,0.004055556
16.382,0.006055556
16.389,0.007055556
16.396,0.005055556
16.403,0.006055556
16.41,0.005055556
16.417,0.004055556
16.424,0.003055556
16.431,0.003055556
16.438,0.004055556
16.445,0.005055556
16.452,0.006055556
16.459,0.006055556
16.466,0.003055556
16.473,0.004055556
16.48,0.003055556
16.487,-0.001944444
16.494,-0.000944444
16.501,5.56E-05
16.508,0.001055556
16.515,0.003055556
16.522,0.001055556
16.529,5.56E-05
16.536,0.002055556
16.543,0.002055556
16.55,0.002055556
16.557,0.002055556
16.564,5.56E-05
16.571,0.001055556
16.578,0.005055556
16.585,0.007055556
16.592,0.006055556
16.599,0.005055556
16.606,0.005055556
16.613,0.004055556
16.62,0.004055556
16.627,0.003055556
16.634,-0.000944444
16.641,-0.000944444
16.648,5.56E-05
16.655,0.001055556
16.662,0.002055556
16.669,0.004055556
16.676,0.008055556
16.684,0.009055556
16.691,0.009055556
16.698,0.010055556
16.705,0.010055556
16.712,0.012055556
16.719,0.015055556
16.726,0.016055556
16.733,0.018055556
16.74,0.019055556
16.747,0.017055556
16.754,0.014055556
16.761,0.015055556
16.768,0.017055556
16.775,0.019055556
16.782,0.018055556
16.789,0.016055556
16.796,0.015055556
16.803,0.015055556
16.81,0.016055556
16.817,0.019055556
16.824,0.022055556
16.831,0.024055556
16.838,0.025055556
16.845,0.026055556
16.852,0.025055556
16.859,0.024055556
16.866,0.024055556
16.873,0.026055556
16.88,0.031055556
16.887,0.037055556
16.894,0.041055556
16.901,0.044055556
16.908,0.046055556
16.915,0.046055556
16.922,0.051055556
16.929,0.056055556
16.936,0.059055556
16.943,0.061055556
16.95,0.066055556
16.957,0.072055556
16.964,0.076055556
16.971,0.082055556
16.978,0.090055556
16.985,0.094055556
16.992,0.098055556
16.999,0.105055556
17.006,0.117055556
17.013,0.123055556
17.02,0.130055556
17.027,0.138055556
17.034,0.155055556
17.041,0.166055556
17.048,0.173055556
17.055,0.181055556
17.062,0.193055556
17.069,0.204055556
17.076,0.212055556
17.083,0.235055556
17.09,0.250055556
17.098,0.259055556
17.105,0.269055556
17.112,0.287055556
17.119,0.309055556
17.126,0.324055556
17.133,0.338055556
17.14,0.356055556
17.147,0.382055556
17.154,0.398055556
17.161,0.413055556
17.168,0.430055556
17.175,0.459055556
17.182,0.477055556
17.189,0.494055556
17.196,0.522055556
17.203,0.539055556
17.21,0.555055556
17.217,0.574055556
17.224,0.611055556
17.231,0.637055556
17.238,0.654055556
17.245,0.670055556
17.252,0.697055556
17.259,0.726055556
17.266,0.744055556
17.273,0.759055556
17.28,0.781055556
17.287,0.814055556
17.294,0.827055556
17.301,0.855055556
17.308,0.888055556
17.315,0.900055556
17.322,0.912055556
17.329,0.928055556
17.336,0.950055556
17.343,0.966055556
17.35,0.977055556
17.357,0.984055556
17.364,1.006055556
17.371,1.020055556
17.378,1.030055556
17.385,1.038055556
17.392,1.052055556
17.399,1.066055556
17.406,1.073055556
17.413,1.080055556
17.42,1.085055556
17.427,1.087055556
17.434,1.091055556
17.441,1.097055556
17.448,1.101055556
17.455,1.102055556
17.462,1.100055556
17.469,1.096055556
17.476,1.088055556
17.483,1.083055556
17.49,1.080055556
17.497,1.077055556
17.505,1.066055556
17.512,1.058055556
17.519,1.051055556
17.526,1.038055556
17.533,1.031055556
17.54,1.024055556
17.547,1.013055556
17.554,0.993055556
17.561,0.979055556
17.568,0.970055556
17.575,0.962055556
17.582,0.941055556
17.589,0.918055556
17.596,0.907055556
17.603,0.893055556
17.61,0.875055556
17.617,0.851055556
17.624,0.841055556
17.631,0.821055556
17.638,0.796055556
17.645,0.783055556
17.652,0.771055556
17.659,0.755055556
17.666,0.726055556
17.673,0.709055556
17.68,0.692055556
17.687,0.673055556
17.694,0.648055556
17.701,0.631055556
17.708,0.620055556
17.715,0.606055556
17.722,0.582055556
17.729,0.559055556
17.736,0.547055556
17.743,0.522055556
17.75,0.502055556
17.757,0.488055556
17.764,0.475055556
17.771,0.458055556
17.778,0.440055556
17.785,0.430055556
17.792,0.419055556
17.799,0.405055556
17.806,0.386055556
17.813,0.376055556
17.82,0.367055556
17.827,0.356055556
17.834,0.337055556
17.841,0.323055556
17.848,0.311055556
17.855,0.295055556
17.862,0.285055556
17.869,0.276055556
17.876,0.269055556
17.883,0.256055556
17.89,0.244055556
17.897,0.234055556
17.904,0.228055556
17.912,0.219055556
17.919,0.210055556
17.926,0.208055556
17.933,0.202055556
17.94,0.194055556
17.947,0.184055556
17.954,0.176055556
17.961,0.169055556
17.968,0.163055556
17.975,0.159055556
17.982,0.156055556
17.989,0.151055556
17.996,0.142055556
18.003,0.137055556
18.01,0.133055556
18.017,0.129055556
18.024,0.123055556
18.031,0.119055556
18.038,0.118055556
18.045,0.117055556
18.052,0.114055556
18.059,0.110055556
18.066,0.106055556
18.073,0.098055556
18.08,0.091055556
18.087,0.087055556
18.094,0.090055556
18.101,0.090055556
18.108,0.088055556
18.115,0.086055556
18.122,0.084055556
18.129,0.082055556
18.136,0.077055556
18.143,0.072055556
18.15,0.069055556
18.157,0.068055556
18.164,0.063055556
18.171,0.061055556
18.178,0.061055556
18.185,0.060055556
18.192,0.059055556
18.199,0.058055556
18.206,0.054055556
18.213,0.051055556
18.22,0.049055556
18.227,0.048055556
18.234,0.046055556
18.241,0.044055556
18.248,0.042055556
18.255,0.041055556
18.262,0.042055556
18.269,0.040055556
18.276,0.035055556
18.283,0.032055556
18.29,0.030055556
18.297,0.029055556
18.304,0.029055556
18.311,0.029055556
18.318,0.027055556
18.326,0.025055556
18.333,0.024055556
18.34,0.024055556
18.347,0.023055556
18.354,0.021055556
18.361,0.020055556
18.368,0.019055556
18.375,0.014055556
18.382,0.011055556
18.389,0.009055556
18.396,0.009055556
18.403,0.008055556
18.41,0.008055556
18.417,0.008055556
18.424,0.009055556
18.431,0.012055556
18.438,0.015055556
18.445,0.013055556
18.452,0.011055556
18.459,0.008055556
18.466,0.005055556
18.473,0.005055556
18.48,0.004055556
18.487,0.003055556
18.494,0.004055556
18.501,0.007055556
18.508,0.010055556
18.515,0.010055556
18.522,0.012055556
18.529,0.013055556
18.536,0.012055556
18.543,0.006055556
18.55,0.002055556
18.557,0.002055556
18.564,0.001055556
18.571,5.56E-05
18.578,5.56E-05
18.585,-0.001944444
18.592,-0.003944444
18.599,-0.004944444
18.606,-0.003944444
18.613,-0.002944444
18.62,-0.000944444
18.627,0.002055556
18.634,0.003055556
18.641,0.004055556
18.648,0.005055556
18.655,0.004055556
18.662,0.003055556
18.669,0.003055556
18.676,0.005055556
18.683,0.004055556
18.69,0.003055556
18.697,0.002055556
18.704,0.001055556
18.711,0.002055556
18.718,0.003055556
18.725,0.003055556
18.733,0.001055556
18.74,-0.000944444
18.747,-0.000944444
18.754,-0.002944444
18.761,-0.002944444
18.768,-0.001944444
18.775,-0.000944444
18.782,5.56E-05
18.789,0.002055556
18.796,0.003055556
18.803,0.003055556
18.81,0.002055556
18.817,5.56E-05
18.824,0.001055556
18.831,0.002055556
18.838,0.001055556
