0,1.012727
0.020813,1.019542
0.041626,1.032253
0.0625,1.031899
0.083313,1.027368
0.104126,1.029806
0.124939,1.040417
0.145813,1.039132
0.166626,1.029628
0.187439,1.030075
0.208252,1.026859
0.229126,1.028165
0.249939,1.031174
0.270752,1.031604
0.291626,1.028885
0.312439,1.021235
0.333252,1.023489
0.354065,1.026593
0.374939,1.030731
0.395752,1.029618
0.416565,1.024738
0.437439,1.025657
0.458252,1.026911
0.479065,1.01413
0.499878,1.010227
0.520752,1.0223
0.541565,1.023193
0.562378,1.01743
0.583252,1.019367
0.604065,1.016827
0.624878,1.010324
0.645691,1.01038
0.666565,1.014159
0.687378,1.016513
0.708191,1.026116
0.729065,1.022157
0.749878,1.00163
0.770691,0.981445
0.791504,0.964106
0.812378,0.962104
0.833191,0.964733
0.854004,0.974345
0.874817,0.99851
0.895691,1.028794
0.916504,1.073189
0.937317,1.130841
0.958191,1.162796
0.979004,1.167129
0.999817,1.151612
1.02063,1.147732
1.041504,1.152974
1.062317,1.143378
1.08313,1.112665
1.104004,1.056542
1.124817,1.007659
1.14563,0.953709
1.166443,0.909041
1.187317,0.873566
1.20813,0.831941
1.228943,0.789374
1.249817,0.766633
1.27063,0.734761
1.291443,0.71349
1.312256,0.679337
1.33313,0.647667
1.353943,0.618672
1.374756,0.589378
1.395569,0.572008
1.416443,0.554362
1.437256,0.530621
1.458069,0.517113
1.478943,0.507521
1.499756,0.495465
1.520569,0.475181
1.541382,0.465294
1.562256,0.45203
1.583069,0.44524
1.603882,0.445418
1.624756,0.42858
1.645569,0.416761
1.666382,0.414936
1.687195,0.40502
1.708069,0.400672
1.728882,0.385118
1.749695,0.374177
1.770569,0.372474
1.791382,0.368289
1.812195,0.363635
1.833008,0.356046
1.853882,0.344472
1.874695,0.337725
1.895508,0.333501
1.916382,0.331639
1.937195,0.32838
1.958008,0.327615
1.978821,0.328429
1.999695,0.327407
2.020508,0.312925
2.041321,0.301571
2.062134,0.293317
2.083008,0.292312
2.103821,0.285273
2.124634,0.275102
2.145508,0.27433
2.166321,0.279792
2.187134,0.282475
2.207947,0.278106
2.228821,0.274349
2.249634,0.273295
2.270447,0.279031
2.291321,0.26558
2.312134,0.250765
2.332947,0.251542
2.35376,0.254907
2.374634,0.256793
2.395447,0.255835
2.41626,0.253936
2.437134,0.251253
2.457947,0.248811
2.47876,0.241281
2.499573,0.239772
2.520447,0.238176
2.54126,0.23861
2.562073,0.250191
2.582885,0.243306
2.60376,0.240377
2.624573,0.244833
2.645385,0.256041
2.66626,0.246152
2.687073,0.237807
2.707885,0.230403
2.728698,0.229659
2.749573,0.230443
2.770385,0.231481
2.791198,0.228609
2.812073,0.222615
2.832885,0.2198
2.853698,0.221251
2.874511,0.226119
2.895385,0.230528
2.916198,0.232378
2.937011,0.225884
2.957885,0.220483
2.978698,0.21732
2.999511,0.225654
3.020324,0.223795
3.041198,0.226795
